names,Price,Area,Unit Type
Nirman Sonestaa iWoods,59.32 L -90.39 L,1498-1523 sq.ft,3 BHK Apartment
VRR Nest,10.68 L -35.60 L,,Plot
Krishna Greens North Pride,42.40 L -58.80 L,1060-1470 sq.ft,2 BHK Apartment
Krishna Greens North Pride,59.20 L -66.40 L,1480-1660 sq.ft,3 BHK Apartment
Sowparnika Columns,34.32 L -43.70 L,981-1249 sq.ft,2 BHK Apartment
Sowparnika Columns,43.21 L -52.18 L,1235-1410 sq.ft,3 BHK Apartment
Inner Spaces Meadow In The Sun,85 L,1700 sq.ft,3 BHK Apartment
Inner Spaces Meadow In The Sun,1.35 Cr -1.91 Cr,2455-3470 sq.ft,3 BHK Villament
Inner Spaces Meadow In The Sun,1.80 Cr,3200 sq.ft,4 BHK Apartment
Inner Spaces Meadow In The Sun,1.58 Cr -1.80 Cr,3220 sq.ft,4 BHK Villa
Inner Spaces Meadow In The Sun,1.55 Cr -2.75 Cr,2813-5000 sq.ft,4 BHK Villament
NCC Urban Green Province,75 L,1145 sq.ft,2 BHK Apartment
NCC Urban Green Province,99 L -1.10 Cr,1622-1656 sq.ft,3 BHK Apartment
Bren Palms,2.20 Cr,2757 sq.ft,3 BHK Villa
Bren Palms,2.55 Cr -3.96 Cr,3194-4961 sq.ft,4 BHK Villa
Ambika Arcade,26.69 L -1.24 Cr,,Plot
Ajmera Nucleus,26.23 L -38 L,595-610 sq.ft,1 BHK Apartment
Ajmera Nucleus,46.30 L -66 L,1050-1150 sq.ft,2 BHK Apartment
Ajmera Nucleus,61.51 L -78 L,1395 sq.ft,3 BHK Apartment
Ruchira Iris,26.69 L -1.24 Cr,,Plot
Zonasha Elegance Phase 2,75 L,1145 sq.ft,2 BHK Apartment
Zonasha Elegance Phase 2,99 L -1.10 Cr,1622-1656 sq.ft,3 BHK Apartment
SV Luxuria,18.98 L -20.17 L,530-575 sq.ft,1 BHK Apartment
SV Luxuria,27.20 L -30.33 L,856-961 sq.ft,2 BHK Apartment
Avanti by Shriline,1.82 Cr -2.84 Cr,1975-2289 sq.ft,3 BHK Apartment
Avanti by Shriline,1.48 Cr -1.70 Cr,2289 sq.ft,3 BHK Villa
Avanti by Shriline,2.32 Cr -2.57 Cr,2503-2621 sq.ft,4 BHK Apartment
Avanti by Shriline,1.91 Cr,2503 sq.ft,4 BHK Villa
Adarsh Pinecourt,34.90 L -45.04 L,895-1155 sq.ft,2 BHK Apartment
Adarsh Pinecourt,49.53 L -56.16 L,1270-1440 sq.ft,3 BHK Apartment
Adarsh Palm Retreat Mayberry,59 L -62.75 L,1203 sq.ft,2 BHK Apartment
Adarsh Palm Retreat Mayberry,66 L -77 L,1368-1516 sq.ft,3 BHK Apartment
V Venture Essence,58.50 L -76.32 L,1172-1186 sq.ft,2 BHK Apartment
V Venture Essence,75.17 L -76.32 L,1506-1529 sq.ft,2.5 BHK Apartment
V Venture Essence,85 L -90.95 L,1728-1822 sq.ft,3 BHK Apartment
Ahad Euphoria,59.49 L -61.41 L,1165-1206 sq.ft,2 BHK Apartment
Ahad Euphoria,84.39 L -85.52 L,1695-1719 sq.ft,3 BHK Apartment
Purva Coronation Square,65.42 L -72.50 L,1135-1190 sq.ft,2 BHK Apartment
Purva Coronation Square,85.94 L -91.41 L,1510-1610 sq.ft,3 BHK Apartment
Garuda Royal Homes,28.16 L,626 sq.ft,1 BHK Apartment
Garuda Royal Homes,38.46 L -75 L,855-1276 sq.ft,2 BHK Apartment
Garuda Royal Homes,61.99 L -2.40 Cr,1378-1644 sq.ft,3 BHK Apartment
Garuda Royal Homes,83.77 L,1862 sq.ft,4 BHK Apartment
Monarch Aqua,56.49 L -75 L,1110-1291 sq.ft,2 BHK Apartment
Monarch Aqua,80.57 L -1.38 Cr,1583-1716 sq.ft,3 BHK Apartment
Monarch Aqua,1.12 Cr -1.20 Cr,2204-2362 sq.ft,4 BHK Apartment
GR Heights,33 L -35 L,573-596 sq.ft,1 BHK Apartment
GR Heights,45 L -50 L,797-907 sq.ft,2 BHK Apartment
Adiga 100 trees,70.74 L -76 L,1199-1256 sq.ft,2 BHK Apartment
Adiga 100 trees,79.65 L -1.05 Cr,1350-1597 sq.ft,3 BHK Apartment
Adiga 100 trees,1.41 Cr -1.41 Cr,2398-2399 sq.ft,4 BHK Apartment
Total Environment The Magic Faraway Tree Phase II,55.81 L -75 L,1298-1422 sq.ft,2 BHK Apartment
Total Environment The Magic Faraway Tree Phase II,64.37 L -90.62 L,1497-1853 sq.ft,3 BHK Apartment
Nitesh Caesars Palace,52 L,589 sq.ft,0.5 BHK Apartment
Nitesh Caesars Palace,52 L -66 L,763 sq.ft,1 BHK Apartment
Nitesh Caesars Palace,42.70 L,589 sq.ft,1 RK Apartment
Nitesh Caesars Palace,1.02 Cr -1.18 Cr,1411 sq.ft,2 BHK Apartment
Nitesh Caesars Palace,1.95 Cr -3.76 Cr,2700-4700 sq.ft,3 BHK Apartment
Nitesh Caesars Palace,5.48 Cr,5407 sq.ft,4 BHK Apartment
Northern Destiny,,1265 sq.ft,2 BHK Apartment
Northern Destiny,74.95 L -1.27 Cr,1265-1527 sq.ft,3 BHK Apartment
Hiranandani Club Meadows,1.50 Cr -1.77 Cr,1788-1836 sq.ft,3 BHK Apartment
Disha Central Park,56 L -69 L,1050-1080 sq.ft,2 BHK Apartment
Disha Central Park,75 L -85 L,1300-1430 sq.ft,3 BHK Apartment
Purva Seasons,49 L -52 L,1075-1145 sq.ft,2 BHK Apartment
Purva Seasons,,1200 sq.ft,2 BHK Villa
Purva Seasons,59 L -66 L,1195-1480 sq.ft,3 BHK Apartment
Prestige Royal Garden 2,62.11 L -81 L,1071 sq.ft,2 BHK Apartment
Prestige Royal Garden 2,73.37 L,1265 sq.ft,2.5 BHK Apartment
Prestige Royal Garden 2,96.68 L,1667 sq.ft,3 BHK Apartment
Midtown Raaga,35 L -53 L,888-944 sq.ft,2 BHK Apartment
TooGoodHomes by Provident,35 L -37 L,697 sq.ft,1 BHK Apartment
TooGoodHomes by Provident,50 L -77 L,1273-1304 sq.ft,2 BHK Apartment
TooGoodHomes by Provident,65.60 L -67.40 L,1362-1401 sq.ft,2.5 BHK Apartment
TooGoodHomes by Provident,71 L -1.10 Cr,1705 sq.ft,3 BHK Apartment
Geown Oasis,80 L -88.61 L,1881 sq.ft,3 BHK Villa
Geown Oasis,75.24 L -1.49 Cr,3214 sq.ft,4 BHK Villa
VBHC Palmhaven Phase II,73.66 L,1417 sq.ft,2 BHK Apartment
VBHC Palmhaven Phase II,78.14 L,1503 sq.ft,2.5 BHK Apartment
VBHC Palmhaven Phase II,90.72 L -93.58 L,1745-1800 sq.ft,3 BHK Apartment
Mana Foliage,,416-540 sq.ft,1 BHK Apartment
Mana Foliage,26.50 L -35 L,726 sq.ft,2 BHK Apartment
Windsor Troika,39.38 L -66.15 L,,Plot
Windsor Troika,66.15 L -69.52 L,,3 BHK Villa
Windsor Troika,74.95 L -87.97 L,,4 BHK Villa
Ramky One North,45.10 L -52 L,1100-1145 sq.ft,2 BHK Apartment
Ramky One North,62 L -85 L,1350-1800 sq.ft,3 BHK Apartment
Fortuna Acacia,,1960 sq.ft,3 BHK Apartment
Fortuna Acacia,85 L -92 L,1855-1960 sq.ft,3 BHK Villa
Icon Laurels,65 L -69 L,1100-1150 sq.ft,2 BHK Apartment
Icon Laurels,78 L -97.80 L,1300-1630 sq.ft,3 BHK Apartment
CMRS Mulberry Mist,1.51 Cr,1541 sq.ft,2 BHK Apartment
CMRS Mulberry Mist,1.81 Cr -2.48 Cr,1855-2160 sq.ft,3 BHK Apartment
CMRS Mulberry Mist,3.95 Cr,3653 sq.ft,4 BHK Apartment
Sobha Morzaria Grandeur Phase II,46.60 L -52.65 L,1195-1350 sq.ft,2 BHK Apartment
Sobha Morzaria Grandeur Phase II,60.06 L -61.03 L,1540-1565 sq.ft,3 BHK Apartment
Arya Hamsa,52.26 L -65.52 L,1005-1260 sq.ft,2 BHK Apartment
Arya Hamsa,70.98 L -78.26 L,1365-1505 sq.ft,3 BHK Apartment
Maanya Lotus,34.21 L,728 sq.ft,1 BHK Apartment
Maanya Lotus,52.17 L -90 L,1110-1273 sq.ft,2 BHK Apartment
Maanya Lotus,52.64 L -1.05 Cr,1120-1518 sq.ft,3 BHK Apartment
Purva Zenium,14.40 L -24 L,,Plot
SS Serenity,54 L -78.83 L,1200-1315 sq.ft,2 BHK Apartment
SS Serenity,71 L -1.10 Cr,1463-1764 sq.ft,3 BHK Apartment
Prestige Kenilworth,43.39 L,966-1445 sq.ft,2 BHK Apartment
Prestige Kenilworth,50.20 L -70.57 L,1255-1631 sq.ft,3 BHK Apartment
Splendid Lake Dews,7.67 Cr -7.70 Cr,3489-3503 sq.ft,3 BHK Apartment
Splendid Lake Dews,13.45 Cr -13.87 Cr,6117-6308 sq.ft,5 BHK Apartment
Ambika Anjanadri Layout,16.80 L -2.16 Cr,,Plot
Incor Carmel Heights,76.83 L -1.03 Cr,1352 sq.ft,2 BHK Apartment
Incor Carmel Heights,1.03 Cr,1447 sq.ft,2.5 BHK Apartment
Incor Carmel Heights,82.20 L -1.47 Cr,1644-2079 sq.ft,3 BHK Apartment
Incor Carmel Heights,1.25 Cr -2.46 Cr,3348 sq.ft,4 BHK Apartment
Incor Carmel Heights,2.30 Cr,3338 sq.ft,4 BHK PentHouse
Incor Carmel Heights,89.46 L,1988 sq.ft,4 BHK Villa
Esteem Emblem,33.72 L,660 sq.ft,1 BHK Apartment
Esteem Emblem,57.81 L,1230 sq.ft,2 BHK Apartment
Esteem Emblem,69.25 L -84.39 L,1500-2100 sq.ft,3 BHK Apartment
NA Five Diamond,2 Cr,2000 sq.ft,2 BHK Apartment
NA Five Diamond,2.36 Cr -2.85 Cr,2050-2360 sq.ft,3 BHK Apartment
NA Five Diamond,3.10 Cr -4.15 Cr,2905-3720 sq.ft,4 BHK Apartment
Adarsh Premia,33.40 L -46.70 L,980-1110 sq.ft,2 BHK Apartment
Adarsh Premia,47.60 L,1120 sq.ft,2.5 BHK Apartment
Raja Aristos,63.25 L -74 L,1255-1375 sq.ft,2 BHK Apartment
Raja Aristos,90 L -1 Cr,1680-2400 sq.ft,3 BHK Apartment
Godrej E-City,31.90 L,638 sq.ft,1 BHK Apartment
Godrej E-City,51.40 L -77 L,1028-1196 sq.ft,2 BHK Apartment
Godrej E-City,72.45 L -1.15 Cr,1449-1575 sq.ft,3 BHK Apartment
TG Epitome,50 L -55 L,1120-1165 sq.ft,2 BHK Apartment
TG Epitome,57 L -82.25 L,1245-1580 sq.ft,3 BHK Apartment
Manar Pureearth,36.05 L -72.07 L,,Plot
Manar Pureearth,67.34 L -1.02 Cr,,3 BHK Villa
Manar Pureearth,1.79 Cr,,4 BHK Villa
Roma Epicurean,48.87 L -52.27 L,1150-1230 sq.ft,2 BHK Apartment
Roma Epicurean,61.83 L -69.70 L,1455-1640 sq.ft,3 BHK Apartment
VRR Fortuna,67.47 L -74.82 L,1300-1370 sq.ft,2 BHK Apartment
VRR Fortuna,83.08 L -95.31 L,1625-1745 sq.ft,3 BHK Apartment
G Corp Residences,1.46 Cr -1.79 Cr,,2 BHK Apartment
G Corp Residences,1.66 Cr -2.93 Cr,,3 BHK Apartment
G Corp Residences,,,4 BHK Apartment
Godrej Woodsman Estate,1.05 Cr -1.42 Cr,1272-1459 sq.ft,2 BHK Apartment
Godrej Woodsman Estate,1.25 Cr -2.05 Cr,1632-1835 sq.ft,3 BHK Apartment
Godrej Woodsman Estate,2.60 Cr -2.75 Cr,,4 BHK Apartment
Godrej Woodsman Estate,,4994 sq.ft,4 BHK Villa
Gina Shalom,,1500 sq.ft,2 BHK Apartment
Gina Shalom,75.18 L -77.70 L,1400-1447 sq.ft,2.5 BHK Apartment
Gina Shalom,83.07 L -1.20 Cr,1547-1849 sq.ft,3 BHK Apartment
Brigade Gateway,1.85 Cr -2.93 Cr,2885-3664 sq.ft,4 BHK Villa
NVT Arcot Vaksana,96 L -1.28 Cr,1560-2000 sq.ft,3 BHK Villa
Gravity Maanasa Nilayam,74.34 L,590 sq.ft,1 BHK Apartment
Gravity Maanasa Nilayam,1.65 Cr -2.70 Cr,1310-1620 sq.ft,2 BHK Apartment
Gravity Maanasa Nilayam,1.70 Cr -5.80 Cr,1640-1720 sq.ft,3 BHK Apartment
Gravity Maanasa Nilayam,2.80 Cr -4.50 Cr,2360 sq.ft,4 BHK Apartment
Alembic Urban Forest,65.07 L -96 L,1314 sq.ft,2 BHK Apartment
Alembic Urban Forest,74.76 L -1.38 Cr,1762-1890 sq.ft,3 BHK Apartment
Ambiience Aamby City,,2310 sq.ft,2 BHK Apartment
Ambiience Aamby City,1.84 Cr -3 Cr,2666-3235 sq.ft,3 BHK Apartment
Ambiience Aamby City,2.24 Cr -3.85 Cr,3596 sq.ft,4 BHK Apartment
Ambiience Aamby City,,3450 sq.ft,4 BHK Villa
Ambiience Aamby City,3.10 Cr -5.50 Cr,5650 sq.ft,4+ BHK Apartment
Ambiience Aamby City,3.92 Cr -4.98 Cr,4239-5384 sq.ft,5 BHK PentHouse
Embassy Pristine,63.30 L -75 L,1266-1288 sq.ft,2 BHK Apartment
Embassy Pristine,66.35 L -70.65 L,1327-1413 sq.ft,2.5 BHK Apartment
Embassy Pristine,77.05 L -80 L,1541-1576 sq.ft,3 BHK Apartment
Marvel Sequoia,28.48 L -80 L,,Plot
Uniidus Breeze,59 L,900 sq.ft,2 BHK Apartment
LGCL Happy Days,24.28 L -28 L,607-700 sq.ft,1 BHK Apartment
LGCL Happy Days,35.24 L -50.21 L,881-1103 sq.ft,2 BHK Apartment
LGCL Happy Days,43.12 L,1078 sq.ft,2.5 BHK Apartment
LGCL Happy Days,44.32 L -52.20 L,1108-1305 sq.ft,3 BHK Apartment
Uniidus Breeze,24.28 L -28 L,607-700 sq.ft,1 BHK Apartment
Uniidus Breeze,35.24 L -50.21 L,881-1103 sq.ft,2 BHK Apartment
Uniidus Breeze,43.12 L,1078 sq.ft,2.5 BHK Apartment
Uniidus Breeze,44.32 L -52.20 L,1108-1305 sq.ft,3 BHK Apartment
Zed Earth,1.65 Cr -3.50 Cr,2626-3430 sq.ft,3 BHK Villa
Zed Earth,3.70 Cr,5663 sq.ft,4 BHK Villa
SSB Urban Lotus,35.07 L -45.21 L,1063-1256 sq.ft,2 BHK Apartment
SSB Urban Lotus,47.12 L -59.94 L,1309-1665 sq.ft,3 BHK Apartment
The Presidential Tower,1.83 Cr -3.26 Cr,1595-2415 sq.ft,3 BHK Apartment
The Presidential Tower,3.11 Cr -9.45 Cr,3055 sq.ft,4 BHK Apartment
DSR Lotus Towers,69.12 L,1203 sq.ft,2 BHK Apartment
DSR Lotus Towers,83.91 L -86.75 L,1447-1453 sq.ft,2.5 BHK Apartment
DSR Lotus Towers,83.91 L -1.04 Cr,1582-1759 sq.ft,3 BHK Apartment
GM Infinite Daffodils,69 L -72.87 L,1325 sq.ft,2 BHK Apartment
GM Infinite Daffodils,87.16 L -89 L,1650 sq.ft,3 BHK Apartment
Reliaable Dollar Colony Phase II,50 L -80.37 L,,Plot
Aswani Sunshine,14.25 L -19.08 L,509-535 sq.ft,2 BHK Apartment
Aswani Sunshine,20.72 L -22.40 L,740-800 sq.ft,3 BHK Apartment
Kolte Patil 24K Grazio,1.10 Cr,1200 sq.ft,2 BHK Apartment
Kolte Patil 24K Grazio,1.97 Cr -3.25 Cr,1931-2604 sq.ft,3 BHK Apartment
Kolte Patil 24K Grazio,2.76 Cr -3.21 Cr,2573 sq.ft,4 BHK Apartment
Bhartiya City Leela Residences,92.80 L -1.34 Cr,807-1170 sq.ft,1 BHK Apartment
Bhartiya City Leela Residences,2.05 Cr,1790 sq.ft,2 BHK Apartment
Bhartiya City Leela Residences,3.57 Cr -3.60 Cr,3110-3135 sq.ft,3 BHK Apartment
Bhartiya City Leela Residences,4.71 Cr -4.83 Cr,4102-4200 sq.ft,4 BHK Apartment
Linea Sunflower,38.73 L,874 sq.ft,1 BHK Apartment
Linea Sunflower,44.64 L -64.49 L,1017-1378 sq.ft,2 BHK Apartment
Linea Sunflower,64.49 L,1472 sq.ft,2.5 BHK Apartment
Linea Sunflower,69.59 L -1.12 Cr,1582-2981 sq.ft,3 BHK Apartment
SBI New Bangalore,11.34 L -37.80 L,,Plot
Niranjan Genesis,42 L,1152 sq.ft,2 BHK Apartment
Prestige Silver Sun,79.36 L -1.12 Cr,1221-1230 sq.ft,2 BHK Apartment
Prestige Silver Sun,1.29 Cr -1.65 Cr,1949 sq.ft,3 BHK Apartment
Chethana Heritage,60.10 L -74 L,1113-1257 sq.ft,2 BHK Apartment
Chethana Heritage,81.32 L -96 L,1506-1528 sq.ft,3 BHK Apartment
Brigade Northridge - Phase 1,69 L -95 L,1230 sq.ft,2 BHK Apartment
Brigade Northridge - Phase 1,1.05 L -1.20 Cr,1610-1680 sq.ft,3 BHK Apartment
LGCL Stonescape,2 Cr -3.47 Cr,2651-3565 sq.ft,3 BHK Villa
Indio Classic,42.21 L -43.12 L,1160-1185 sq.ft,2 BHK Apartment
Indio Classic,60.91 L -61.75 L,1674-1697 sq.ft,3 BHK Apartment
Definer Kingdom,30 L,492 sq.ft,1 BHK Apartment
Definer Kingdom,29.75 L,492 sq.ft,1 BHK StudioApartment
Definer Kingdom,58.55 L -72.98 L,960-1217 sq.ft,2 BHK Apartment
KBR Elite,1.30 Cr -1.70 Cr,2065-2355 sq.ft,3 BHK Apartment
Pioneer Sun Blossom,42.99 L,1190 sq.ft,2 BHK Apartment
Pioneer Sun Blossom,50.99 L -59.13 L,1410-1635 sq.ft,3 BHK Apartment
Sai Purvi Symphony,51.08 L -56.28 L,1215-1345 sq.ft,2 BHK Apartment
Sai Purvi Symphony,64.28 L -70.48 L,1545-1700 sq.ft,3 BHK Apartment
Mahaveer Sitara,1.06 Cr -1.74 Cr,1434 sq.ft,2 BHK Apartment
Mahaveer Sitara,1.30 Cr -1.54 Cr,1754-2004 sq.ft,3 BHK Apartment
Mahaveer Sitara,1.78 Cr -1.86 Cr,2330-2440 sq.ft,4 BHK Apartment
Nambiar Bellezea,1.77 Cr,2446 sq.ft,3 BHK Villa
Nambiar Bellezea,2.50 Cr -4.25 Cr,3121-3577 sq.ft,4 BHK Villa
Nambiar Bellezea,4.50 Cr -10.75 Cr,7000 sq.ft,4+ BHK Villa
Nambiar Bellezea,4.31 Cr,4388 sq.ft,5 BHK Villa
S2 Homes Butterfly Gardens,21.60 L -27 L,,Plot
Prestige Jade Pavillion,1.01 Cr -1.12 Cr,1358-1360 sq.ft,2 BHK Apartment
Prestige Jade Pavillion,1.40 Cr -1.78 Cr,1933-1937 sq.ft,3 BHK Apartment
Prestige Jade Pavillion,1.75 Cr -2.15 Cr,2513-2524 sq.ft,4 BHK Apartment
Salarpuria Sattva Magnificia,,2300 sq.ft,2 BHK Apartment
Salarpuria Sattva Magnificia,1.80 Cr -3.35 Cr,2186-2425 sq.ft,3 BHK Apartment
Salarpuria Sattva Magnificia,3.16 Cr -3.83 Cr,4050-4075 sq.ft,4 BHK Apartment
Salarpuria Sattva Magnificia,3.16 Cr -3.71 Cr,3750-4010 sq.ft,4 BHK PentHouse
Radiant Lake View,29.03 L -32.82 L,575-650 sq.ft,1 BHK Apartment
Radiant Lake View,37 L -61.35 L,910-1215 sq.ft,2 BHK Apartment
Radiant Lake View,65.39 L -75.24 L,1295-1490 sq.ft,3 BHK Apartment
Asset Aura,96 L -1.19 Cr,1297-1418 sq.ft,2 BHK Apartment
Asset Aura,1.30 Cr -2.25 Cr,1930-2072 sq.ft,3 BHK Apartment
Asset Aura,1.72 Cr -4.25 Cr,3190-4190 sq.ft,4 BHK Apartment
Asset Aura,,3189 sq.ft,4 BHK Villa
Asset Aura,,2752 sq.ft,4+ BHK Apartment
Rsun Sushmitham,58.42 L -68.21 L,1270-1483 sq.ft,2 BHK Apartment
Rsun Sushmitham,68.12 L,1481 sq.ft,2.5 BHK Apartment
Rsun Sushmitham,69 L -70 L,1662-1697 sq.ft,3 BHK Apartment
Asset Aura,62 L -1.51 Cr,2200-3603 sq.ft,3 BHK Villa
Asset Aura,90 L -1.40 Cr,2200-3056 sq.ft,4 BHK Villa
Asset Aura,2.65 Cr,6328 sq.ft,5 BHK Villa
Fire Luxur The Empyrean Phase II,35 L -60.69 L,1062-1190 sq.ft,2 BHK Apartment
Fire Luxur The Empyrean Phase II,45 L,845 sq.ft,2 BHK Villa
Prestige Shantiniketan,2.90 Cr,2475 sq.ft,2 BHK Apartment
Prestige Shantiniketan,2.50 Cr -3.40 Cr,2215-2475 sq.ft,3 BHK Apartment
Prestige Shantiniketan,4.98 Cr -6.43 Cr,3740-4155 sq.ft,4 BHK Apartment
Prestige Shantiniketan,6.06 Cr -6.42 Cr,4214-4465 sq.ft,4 BHK PentHouse
Pioneer KRS Park Royal,82 L -1.15 Cr,1365-1390 sq.ft,2 BHK Apartment
Pioneer KRS Park Royal,1 Cr -1.70 Cr,1575-1690 sq.ft,3 BHK Apartment
Pioneer KRS Park Royal,,3200 sq.ft,4 BHK Apartment
SBI Green Town,68.54 L -69.31 L,1444 sq.ft,2 BHK Apartment
SBI Green Town,82.28 L -98.36 L,2021 sq.ft,3 BHK Apartment
SBI Green Town,1.89 Cr,3945 sq.ft,4 BHK Apartment
HM Indigo,11.77 L -39.24 L,,Plot
Puravankara Elita Promenade,39.31 L -55.26 L,1092-1535 sq.ft,2 BHK Apartment
Puravankara Elita Promenade,46.80 L -52.09 L,1300-1447 sq.ft,2.5 BHK Apartment
Puravankara Elita Promenade,55.58 L -60.22 L,1544-1673 sq.ft,3 BHK Apartment
Maangalya Ashirwad,44.13 L -48.75 L,1177-1300 sq.ft,2 BHK Apartment
Maangalya Ashirwad,52.20 L -61.61 L,1392-1643 sq.ft,3 BHK Apartment
Atco Sapphire,51.60 L -83 L,1331-1466 sq.ft,2 BHK Apartment
Atco Sapphire,81.83 L -1.10 Cr,1559-1846 sq.ft,3 BHK Apartment
Nitesh Napa Valley,80 L -1.14 Cr,1263-1503 sq.ft,2 BHK Apartment
Nitesh Napa Valley,1.08 Cr -1.60 Cr,1612-1952 sq.ft,3 BHK Apartment
Nitesh Napa Valley,1.28 Cr -1.67 Cr,2222-2340 sq.ft,4 BHK Apartment
SNN Raj Serenity,30.54 L -41.14 L,630 sq.ft,1 BHK Apartment
SNN Raj Serenity,70.95 L -90 L,1160-1395 sq.ft,2 BHK Apartment
SNN Raj Serenity,84 L -1.14 Cr,1395-1700 sq.ft,3 BHK Apartment
SNN Raj Serenity,1.06 Cr -1.14 Cr,1790-1940 sq.ft,3.5 BHK Apartment
SNN Raj Serenity,1.06 Cr -2.34 Cr,2150-2225 sq.ft,4 BHK Apartment
SNN Raj Serenity,1.93 Cr -2.34 Cr,2975-3650 sq.ft,4 BHK PentHouse
Purva Skywood,49.56 L -60 L,1239-1269 sq.ft,2 BHK Apartment
Purva Skywood,69.57 L -70 L,1495 sq.ft,3 BHK Apartment
SNN Raj GreenBay,54 L -72.44 L,1199 sq.ft,2 BHK Apartment
SNN Raj GreenBay,90 L -1.09 Cr,1718-1734 sq.ft,3 BHK Apartment
SNN Raj GreenBay,,1500 sq.ft,3 BHK Villa
Ruchira Aarna Homes,3.22 Cr -4.46 Cr,4250-5950 sq.ft,4 BHK Villa
Kumar Princeville Apartment,55.54 L -68.30 L,1201-1520 sq.ft,2 BHK Apartment
Kumar Princeville Apartment,77.42 L -81.98 L,1748-1862 sq.ft,3 BHK Apartment
Kumar Princeville Apartment,1.31 Cr,3107 sq.ft,4 BHK Apartment
Oceanus Tranquil,19.62 L -25.38 L,545-705 sq.ft,1 BHK Apartment
Oceanus Tranquil,35.28 L -43.92 L,980-1220 sq.ft,2 BHK Apartment
Oceanus Tranquil,48.06 L -65 L,1335-1585 sq.ft,3 BHK Apartment
Fortius Under The Sun,32 L -51.79 L,956-1363 sq.ft,2 BHK Apartment
Fortius Under The Sun,54.07 L -57.87 L,1423-1523 sq.ft,3 BHK Apartment
Hoysala Habitat,3.79 Cr,2712 sq.ft,3 BHK Villa
Hoysala Habitat,5.60 Cr -7.47 Cr,4025-5342 sq.ft,4 BHK Villa
Jhanavi Capetown Heights,,950 sq.ft,1 BHK Apartment
Jhanavi Capetown Heights,53.50 L -79 L,1255 sq.ft,2 BHK Apartment
Jhanavi Capetown Heights,95 K -1.12 Cr,1410-1880 sq.ft,3 BHK Apartment
Jhanavi Capetown Heights,1.29 Cr,2180 sq.ft,4 BHK Apartment
Brinda Imperial Phase I,2.40 Cr -2.66 Cr,2826 sq.ft,3 BHK Villa
Brinda Imperial Phase I,4.89 Cr -4.89 Cr,3695 sq.ft,4 BHK Villa
Adarsh Wisteria,13.49 L -27 L,,Plot
Adarsh Wisteria,50 L -50.50 L,,3 BHK Villa
Adarsh Wisteria,80 L,,4 BHK Villa
Blue Bell Homes,36.01 L -46.65 L,633-820 sq.ft,1 BHK Apartment
Blue Bell Homes,57.69 L -1.04 Cr,1014-1266 sq.ft,2 BHK Apartment
Blue Bell Homes,44.50 L,845 sq.ft,2 BHK Villa
Blue Bell Homes,82.84 L -82.96 L,1456-1458 sq.ft,2.5 BHK Apartment
Blue Bell Homes,82 L -1.50 Cr,1572-2144 sq.ft,3 BHK Apartment
Vaswani Menlo Park,30.18 L -31.82 L,1161-1224 sq.ft,2 BHK Apartment
Vaswani Menlo Park,35.82 L -41.65 L,1378-1602 sq.ft,3 BHK Apartment
MN Guru Akshitha,46.13 L -55 L,1073-1139 sq.ft,2 BHK Apartment
Adarsh Palm Meadows,44 L,,2 BHK Villa
Adarsh Palm Meadows,3.48 Cr -4.64 Cr,1800-2400 sq.ft,3 BHK Apartment
Adarsh Palm Meadows,54 L -8.50 Cr,1789 sq.ft,3 BHK Villa
Adarsh Palm Meadows,4.83 Cr -10.64 Cr,2500-5500 sq.ft,4 BHK Apartment
Adarsh Palm Meadows,2.60 Cr -19 Cr,2900 sq.ft,4 BHK Villa
Adarsh Palm Meadows,4.95 Cr -18 Cr,9000 sq.ft,4+ BHK Villa
Mantri Centrium,26 L -41.64 L,615-985 sq.ft,1 BHK Apartment
Mantri Centrium,43.97 L -63.88 L,1040-1278 sq.ft,2 BHK Apartment
Mantri Centrium,55.42 L -84 L,1311-1532 sq.ft,3 BHK Apartment
Skylark Royaume,3.83 Cr -4.86 Cr,3195-3295 sq.ft,3 BHK Apartment
Skylark Royaume,5.38 Cr -6.60 Cr,4490 sq.ft,4 BHK Apartment
Ajmera Annex,95.16 L -96.20 L,1830-1850 sq.ft,3 BHK Villa
Ajmera Annex,1.17 Cr -1.64 Cr,2256-3158 sq.ft,4 BHK Villa
Gopalan Atlantis,50.59 L -65.83 L,,2 BHK Apartment
Gopalan Atlantis,62.31 L -84.77 L,,3 BHK Apartment
Opera Spring Leaf,63.25 L -90 L,1150-1280 sq.ft,2 BHK Apartment
Opera Spring Leaf,94.60 L -1.23 Cr,1720-1755 sq.ft,3 BHK Apartment
Chamundi Amber Woods,73.75 L -90.99 L,1639-2022 sq.ft,3 BHK Apartment
Suprabhat Shreem Brezee,91 L -1.12 Cr,1630-1807 sq.ft,3 BHK Apartment
Pavani Sarovar Phase II,65 L -73.21 L,1195-1300 sq.ft,2 BHK Apartment
Pavani Sarovar Phase II,73.72 L,1305 sq.ft,2.5 BHK Apartment
Pavani Sarovar Phase II,79.05 L -97.04 L,1405-1760 sq.ft,3 BHK Apartment
Nambiar Ellegenza,46.46 L -59.71 L,968-1277 sq.ft,2 BHK Apartment
Nambiar Ellegenza,75.84 L -81.36 L,1580-1695 sq.ft,3 BHK Apartment
Gopalan Atlantis,1.38 Cr -1.77 Cr,1948 sq.ft,3 BHK Villa
